text,label,lang,score
hehe u can do wateve.,casual,en,-3.0
"""Life is what you make it"" is a very broad statement.",neutral,en,-0.8
Don't try & chuck all the junk at once.,casual,en,-2.2
You may also go to www.webmd.com for all your medical questions.,neutral,en,1.0
Eat more carrots and it will make your eyes healthier.,neutral,en,-0.6
The Court will be releasing the opinions at 11:00 a.m.,formal,en,2.0
"don't call too much a day, let her want more of you.",casual,en,-2.25
"In the past five years, Maoists have detonated more than 1,000 improvised explosive devices in Chattisgarh.",neutral,en,1.6
"Run, run, run.",casual,en,-2.8
That makes it impossible to calculate exactly how much Massachusetts would gain or lose overall.,neutral,en,-0.4
My release from all this hurt and pain is with my CYBER LOVER.,neutral,en,-1.6
either one - clam chowder is the best soup ever,casual,en,-1.8
"The same concept but as a ""sunken"" corridor thru NE 5th and 6th Streets to/from I-95 could be an alternative.",neutral,en,0.8
"""Please tell people we're not animals, like the media say we are,"" Rhonnie said, eyes moist with pain.",neutral,en,0.8
The Humane Society estimates Americans own about 75 million dogs and 88 million cats.,neutral,en,0.4
"Si mal no recordamos, usted nos dijo que nos daba respuesta la semana pasada despues de poder revisar su calendario.",formal,en,2.0
"The idea is to keep it simple, simple, simple but yet elegant.",neutral,en,-0.4
ask her if she could hlep u in class.,casual,en,-2.2
It's sick the way you people keep having sex without me.,casual,en,-1.2
"The answer includes an ambitious list of ways, including using your notebook to record prices for future comparison - is the sale in front of you really a sale or just money off an inflated price?",neutral,en,1.0
< http://www.news - press.com/features.html >,neutral,en,0.0
"It's not like we didn't hear about it in 2008, guys.",casual,en,-2.0
"After they liquored up the girl with brandy, they proposed sex, according to several accounts by friends of those who were there but asked not to be named for fear of retaliation.",neutral,en,-0.4
"For the protection of the people of Florida and for their unencumbered freedom to use the courts in Florida, this legislation requires your strong opposition.",formal,en,3.0
If you are off campus and have outside insurance.,neutral,en,0.4
Every other mammal can.,neutral,en,0.0
He figured since we had problems before that this didn't matter.,casual,en,-1.6
weren't looking for anything serious and that's why.,casual,en,-2.6
the richest rap artist is jay - z who's net worth is around 200-300 million.,neutral,en,0.2
its good peer preasure,casual,en,-1.6
"In the accompanying article - don't forget, things to read are in there - Vogue darling Sally Singer decides to reduce her environmental impact - kind of like when Kimora Lee Simmons did it for her reality show Life in the Fab Lane.",neutral,en,0.8
She also started doing more food shopping here since the store increased its selection.,neutral,en,1.4
com) if you don't have these stores near you.,casual,en,-2.4
but that acetone makes my skin crawl.,casual,en,-2.0
she didn't have any surgery but the `lump 'shrunk.,casual,en,-1.8
"It is my hope that with my actions today, my Party will emerge stronger and our District and our nation can take an important step towards restoring the enduring strength and economic prosperity that has defined us for generations.",formal,en,2.2
Go here and look at the cheats: http://www.gamespot.com/ds/action/dssupermario4x4/hints.html,casual,en,-2.3333
"as possible, as the dialogue will certainly make you squirm in your seat.",neutral,en,-2.2
"That is, around the world, countries responded to the very real flaws in the policy regimes that had evolved in response to the Depression by moving back toward a regime with many of the virtues of pre - Depression, free - market capitalism.",formal,en,2.0
that's a hard one.,casual,en,-1.8
Aww!Thanks for noticing!I got all dressed up just for you!,casual,en,-2.8
We request that you vote against the expansion of the existing church facility known as Cape Coral Community Church and the additional three proposals and phases being requested.,formal,en,2.4
Dade County is working on this as well.,neutral,en,0.8
"""Whatever sounds good to my ears, I'll vote for that.""",casual,en,-2.2
I see kids that act up in school and disrupt the class and are sent to the office just to follow the assistant Principal around all day.,neutral,en,0.4
I'm ready to get busy too.,casual,en,0.0
"HBIF, which is a non - profit organization, provides bilingual services to help people start their own businesses, help struggling business owners who are at risk of closing their doors, and help successful business owners expand their businesses.",formal,en,2.4
Increased exposure should lead to increased sales which should lead to increased profit.,formal,en,2.0
"""I hope he gets healthy soon, but I could tell he wasn't 100-percent,"" Johnson said.",neutral,en,0.8
Dan Riehl has a shocking behind-the-scenes post detailing the thought process:,neutral,en,0.0
I'm told that calls will need to be made from the highest levels of the WH to turn those Members around -- staff to staff calls won't cut it.,neutral,en,0.2
"""far away"" by nickelback.",casual,en,-0.8
"Write on politics, life, or anything you could think of.",neutral,en,-1.4
But Singer actually knows a thing or two about being green going into it.,neutral,en,-0.8
yep death before glory... oh eternal one...,casual,en,-2.0
Individuals with disabilities will be great trainer partners with Jill.,neutral,en,0.25
It's been 5 minutes.,casual,en,-1.0
The crystal structure of the metal is hexagonal close - packed.,formal,en,2.4
"but I didn't really mean them, and I probably didn 't then).",casual,en,-2.25
ReelDirector: This is as close as you're going to get to iMovie on your iPhone.,neutral,en,-0.6
"Uh, yeah.",casual,en,-2.4
< jeb@jeb.org > 04/28/99 10:17PM >> > thanks T.K. I will look at the bill next week.,casual,en,-1.75
the Warriors are very successful against the mavericks.,neutral,en,0.6
LETS GO METS!!!!!!!!!!!,casual,en,-2.4
Yes that's all.,casual,en,0.6
"Gabriel Contreras, MD, MPH (University of Miami), and his colleagues conducted a thorough evaluation of the frequency of lupus nephritis in kidney transplant recipients and determined the risk this condition has for patients.",formal,en,1.8
Economic boost and progress in Health--very very proud of your leadership.,neutral,en,-0.4
"Beaver, you say???",casual,en,-2.5
"However, we welcome input about how to make the program work and any technical aspects of the legislation that can be improved.",formal,en,1.8
"On a personal note, it's always good seeing you.",neutral,en,-1.6
"In accordance with Title 17 U.S.C. Section 107, this response or material(s) and/or file(s) attached is(are) distributed without profit to those who have expressed a prior interest in receiving the included information for research or educational purposes.",formal,en,2.4
Give a flea/tick treatment twice a year.,neutral,en,0.4
"""I'm the quarterback, right, the leader,"" he said plaintively to the football coach.",neutral,en,0.0
u didn't ask to see the papers?,casual,en,-2.2
"""Freee mah nigga ... F- dem snitches,"" reads one of the more prominent comments posted by a friend.",neutral,en,-1.2
"""They are not looking much at Dr. Abdullah, because if he ultimately boycotts but there's a high turnout, then the election will have credibility,"" he said.",neutral,en,-0.8
my if it isn't one thing it is another in here.,casual,en,-2.0
The lost tribe of Kennebunkport.,neutral,en,0.4
I totaly support your decision to refuse the 3/4 million that Rupert Murdock wanted to kee the Dodgers in Vero Beach.,neutral,en,1.0
"""I resent the fact that East German biographies are being dragged through the mud,"" said Egon Krenz, East Germany's last Communist leader, who spent 6 1/2 years in prison for his role in the regime.",formal,en,2.0
'We're not animals',casual,en,-1.8
I like the first one a lot more.,neutral,en,-0.4
employers may ask for an explanation.,neutral,en,0.0
"""As we near the completion of our review of detainees at Guantanamo Bay, we will continue to work closely with the Department of State to implement transfer decisions, and we are grateful to the Republic of Palau for its assistance in the resettlement of these individuals,"" Matthew Olsen, head of the Guantanamo Review Task Force, said in a statement.",formal,en,1.6
He did not know the status of the airspace at the time.,neutral,en,0.4
Nothing is like steroids but steroids.,neutral,en,-1.2
I can do a reading in the evening or over the weekend.,neutral,en,-0.6
I use this software and think it is the BEST VALUE for the money.,neutral,en,-0.2
"The conversation on this Sunday's talk shows revolves around the top issues on President Obama's agenda, from reigniting the economy and reforming health care to revamping American policy in Afghanistan.",neutral,en,0.6
"After all, average investors aren't likely to sit down and read an 18-page contract.",neutral,en,1.6
because its two of yall sexes banging together.,casual,en,-3.0
possibly a waste of money.,neutral,en,-1.2
"Although I do not know the details of Joaqun Jos Martnez's case and whether he is innocent or not of the crimes of which he is accused, it is known that even the best legal system can not avoid condemning, erroneously, the innocent.",formal,en,2.0
when you ran out of 7 dominos.,casual,en,-1.2
I guess there is something in the paper that prohibits duplication.,neutral,en,-1.0
remember: CONSULT YOUR DOCTOR FIRST!!!!!!!!!,casual,en,-2.8
It sounds like classic clammyskinnydizzyheadachesomnia.,casual,en,-2.4
I'm from Norway as well.,neutral,en,0.4
I do not trust them and neither should you.,neutral,en,0.2
"If you are not the intended recipient, you many not copy, disclose, or distribute this message or its contents to any other person and any such actions may be unlawful.",formal,en,2.75
"Sharing might be easier in Salem, where witchcraft has become something of a cottage industry.",neutral,en,0.8
"I'm thankful for the wavy shngles on my roof, for I still have a roof.",neutral,en,-0.2
Ok heres one.,casual,en,-2.0
It is hard to answer this question accurately without knowing where you live.,neutral,en,1.8
But no one should be asked to deal with this trip.,neutral,en,-1.2
The Developmental Disabilities Program recognizes the value and importance of family togetherness and visitations.,formal,en,2.2
Easy two points.,casual,en,-2.0
"After you beat Scotland everyone was thinking ""England are back!""",casual,en,-1.8
But that is what governments do: they grab votes.,neutral,en,-1.0
The main lesson to learn is that the market will punish you if you don't deliver the goods.,neutral,en,-0.6
Our bodies are made to concive right down to our orgasms!,neutral,en,-0.8
Grow up and then it will be serious and you can talk about it,casual,en,-2.2
"Keep your readers aware and if possible, keep directing them to Doug's website to contribute.",neutral,en,0.2
But take care and be conscious.,neutral,en,-0.2
How will it end...?,casual,en,-1.8
I'm sure there are some dealers in Georgia.,neutral,en,-0.2
They can be human.,neutral,en,-0.6
"""I don't know if they were trying to create controversy. Some people try to stir up things to promote themselves because it's free publicity.""",neutral,en,0.2
Perhaps only one of you in the neighborhood had the might to do so.,neutral,en,0.4
"Unlike many, he was actually enjoying the war in a perverse way: globetrotting around the world, feeling the exhilaration of being shot at and having bombs dropped on you, and getting rigorous exercise at fifty years of age.",neutral,en,0.4
C'mon down!,casual,en,-3.0
"I was forced in the January 17, 2002 hearing to sign over my land on Highgate Court or go to jail for 10 days which is in clear violation of my Civil rights.",formal,en,1.8
The court also heard the pair did not know each other before the incident.,neutral,en,0.6
"In 1980, joined the Organization of American States in Washington, first as Deputy Director of the Regional Program for Scientific and Technological Development, then as Advisor to the Secretary General for External Relations, dealing with European and Middle Eastern countries holding Permanent Observer Status to the OAS.",formal,en,2.8
"On Sunday, the younger Mubarak will take centre stage when he addresses the conference.",neutral,en,1.0
Let the Democrats tie themselves up with their identity politics.,neutral,en,0.4
and then you will have something to sweat about.,casual,en,-2.6
You do sound boring... Talk to her and ask her opinion...,casual,en,-1.8
Perhaps the waterflow is too fast for the fine gravel.,neutral,en,1.6
For all I know he might think you guys are just friends.,casual,en,-2.2
"Let the judges, juries and appellate courts decide these cases, unless you have serious reasons, that you have yet to make public, not to trust them.",formal,en,1.0
My mom doesn't like me...,casual,en,-2.4
"No, my own dreams are enough to keep me wonderin '.",casual,en,-2.4
Then tell them your impute will be needed for their performance evaluation.,neutral,en,0.0
I'll keep you posted as we move forward.,neutral,en,0.4
(e.g. IR 9000 in Iran and TS - ISO-9000 in Turkey).,neutral,en,-2.5
"Home minister P Chidambaram has said Naxalism has spread to 20 states with over 2,000 police station areas in 223 districts partially or substantially affected.",formal,en,1.0
A few days ago we got Motorola's Droid in the mail.,neutral,en,-1.4
Please get out of this relationship.,neutral,en,0.2
The SEC did not identify Yee's former employer.,neutral,en,0.4
I will be in Atlanta tomorrow; at the WAGES Board meeting on Wednesday; in the office on Thursday; and back in the field in South Florida on Friday morning through the weekend.,neutral,en,0.25
"also, a lot are too personal.",neutral,en,-0.8
"How she scares people: ""We're just here to ... spin fire.""",neutral,en,-0.2
Source (s): I'm a Buffalonian transplant living in New York.,neutral,en,-0.75
The Respiratory System is involved with Breathing.,formal,en,2.0
"Still, she said, even in Baghdad, ""There are a lot of beautiful gardens but the people are out of the country"" because of the violence.",neutral,en,-0.2
I have wonder that too!,casual,en,-2.0
Head on back up to Mindy who is still hanging around the skateshop.,neutral,en,-0.2
"Nah, not really.",casual,en,-2.0
This seems to be a pattern for MTV: Ratings plummeted on 'Laguna' after Conrad left the sandy shores of her hometown for the glitz of Los Angeles.,neutral,en,-0.2
">> > ""Jeb Bush""",casual,en,0.25
The unassisted triple play is almost God like.,neutral,en,-0.6
"""Now, if he doesn't get the economy and the war right, the rest really won't work either, I think, politically. I think he has a chance for success on both grounds.""",neutral,en,0.2
We will send a formal request to your scheduling office.,formal,en,2.4
"In June 1964, China successfully created its first medium- and short-range missile, marking the start of the country's first missile defense system nuclear weapon.",formal,en,1.0
simply scroll up once you submit your answer and the page return.,neutral,en,-0.8
"Falsification of the arrest report resulted in a $10,000.00 extortion attempt by the state.",formal,en,2.0
it is the favourite colour of every person!,neutral,en,-1.6
I herd a creepy noise from downstairs... hope that helps!!,casual,en,-2.8
Of course I look like a fool in front of someone that has never refused to help in whatever Bush cause I asked help for.,neutral,en,-0.8
I really don't know clouds at all.,casual,en,-1.2
We are either totally flawless or else we have failed.,neutral,en,1.0
Bottom line... a lot of people are getting away with committing crimes.,neutral,en,-0.6
Happy Halloween.,casual,en,-2.2
CALC is the spreadsheet program you've always wanted.,neutral,en,0.5
I am guessing its a pump or semi - auto.,casual,en,-0.6
YOu need to get back in top shape again... that's why.,casual,en,-1.4
"He picked up that big plate of food and threw it at me, and I just ran out the door!",neutral,en,-0.4
"Sounds tooooo much like ""Graceland""... you know... Elvis' home!",casual,en,-2.4
I doubt you have a problem.,neutral,en,-1.75
"Conversion to uric acid, a very large stable molecule.",formal,en,2.0
"Queensland, she said, stands ready to promote cooperation with China in such fields as trade, technology, education, science and research, culture and tourism.",formal,en,1.6
"They didn't register, that means they would like cash!",casual,en,-1.8
"Earlier in the day, a top aide to Abbas, Saeb Erekat, told The Associated Press that Abbas rejected Clinton's request that he allow Israel's government to complete building 3,000 units in Jewish settlements in the West Bank, and to allow the government to construct public buildings and continue construction in east Jerusalem - a territory Palestinians hope will be their future capital.",formal,en,1.2
... www.microsoft.com/windows/windowsmedia/9series/encoder/default.aspx - 10k - Cached - Similar pages,neutral,en,3.0
"The query at the top of the charts is [lady gaga costume] - no surprise, as the star wears quite a few costumes on a regular basis herself:",neutral,en,0.0
"As thousands of voters went to the polls the past two weeks to pick a successor to the term-limited Mayor Bill White, many felt conflicted about three candidates whose policy views they knew to differ only in nuance and detail.",formal,en,2.0
Governments are elected and (in theory at least!),neutral,en,-0.8
Thank you!!,casual,en,-1.4
Conservative women fight bigotry from all sides.,neutral,en,0.6
"That way, you can immediately tell if he is doing it wrong.",neutral,en,-1.0
It sure would be cool not to have to visit a bar or restaurant and come out smelling like the bottom of an ashtray!,neutral,en,-2.5
In other words: her real side.,neutral,en,-1.8
Yea m'm from this area... See my questions on this issue...,casual,en,-0.6
Pleases horror and suspense fans who aren't looking for an extreme gore - fest.,casual,en,-2.0
Please give my and Anne's regards to your parents.,formal,en,1.6
"I know that you must do your duty as a Governor, but there has to be something you can do.",neutral,en,0.0
Please tell your son that not every child in America grew up with the many advantages that he has enjoyed.,formal,en,0.6
Is this the first time that she has destroyed things?,neutral,en,0.6
One marathon-running doctor's advice?,neutral,en,-1.6
... Killer guitarist.,casual,en,-2.8
I think Monroe piercings are icky on anyone.,casual,en,-1.8
Switzerland has been the poster child for financial secrecy over the past year.,neutral,en,0.4
I finger comb Straight Away through wet hair.,neutral,en,-1.6
Why do some of the enemies look like that guy in the Tool video?,neutral,en,-1.8
"In 1956, based on Qian's position paper on the country's defense and aviation industry, the central government set up an aviation industry committee, which later became the leading organization for China's missile and aviation programs.",formal,en,1.2
You just set it.,casual,en,-2.2
yes defending the race pays very well.,neutral,en,-1.0
"""Please go to Tibet and see if things are really good as the Chinese government says,"" said the Tibetan spiritual leader.",neutral,en,0.0
rotfl U are soooo funny!!!,casual,en,-3.0
"""For the past few days I have tried to do what journalists are supposed to do.""",neutral,en,0.8
if you like him go for it and don't listen to your brothers.,casual,en,-1.2
Talk to him to finish the second primary objective.,neutral,en,0.0
take the battery out and let it dry out for a day or two.,neutral,en,0.2
The memo that immediately follows provides some input for you.,formal,en,2.0
"Under the agreement, the Honduran Congress, following a ""consultation"" with the Supreme Court, will vote on whether Zelaya should be reinstated, which would allow him to serve out the rest of his term, which ends in January.",formal,en,0.2
All it needed was a spark - the elements were already there.,neutral,en,0.6
There will come a time in her life when she does.,neutral,en,0.6
"While we're on the subject, the 3.7-inch 854 x 480 LCD is incredibly bright and crisp, while the capacitive touchscreen is reasonably responsive.",neutral,en,0.6
Maybe Bartz's comments are intended as a distraction from something big Yahoo has planned.,neutral,en,-0.2
And burn the iso file in a cd - dvd.,neutral,en,0.4
If it's a python I wouldn't advise it.,neutral,en,0.2
"He was named Siddhatta which means ""Wish fulfilled"".",neutral,en,0.6
go to: http://searchmarketing.yahoo.com/as/ and go through the process to advertise.,neutral,en,-0.333333333333
Are you meeting with John Agwunobi and Shelly Brantly while in Tallahassee?,neutral,en,0.0
"7:05 am NY, USA",neutral,en,0.0
The vacancy was created when President Barack Obama named former Republican Rep. John McHugh secretary of the Army.,neutral,en,0.4
Police established a command post in the neighborhood to take missing-person reports and additional information on outstanding missing persons in the neighborhood.,formal,en,1.0
A good song should make someone go huh?,casual,en,-2.5
"""This was a barbaric crime, and I find it hard to wrap my head around the fact that so many watched and didn't report it,"" Gagan said.",neutral,en,1.4
Such a showdown was almost inevitable.,neutral,en,0.0
The Republican Party can do better.,neutral,en,-0.2
Questions kinda open.,casual,en,-1.6
A cop would most likely give you a warning unless you were driving recklessly.,neutral,en,0.4
"These are people who will soon be arrested for ""national security"" reasons.",neutral,en,-0.6
"Employers would jump ship, opting to pay a fine rather than provide insurance.",neutral,en,1.4
"Last night the mother of Marc Lawrence, 26, one of the Royal Navy officers killed, accused the MoD of a ""whitewash"".",neutral,en,1.6
It was a match made in heaven.,neutral,en,-1.2
Can you recommend how we can get funding for transportation and lodging?,formal,en,0.8
But if you can afford it Fresh Step is the best.,neutral,en,-1.0
"monitor her and if it continues, take her to the vet.",neutral,en,-0.4
I think this is a fantastic idea and a much needed message to be sent out.,neutral,en,-0.2
It had a chief and a council who made decisions for the Cherokee Nation.,neutral,en,1.6
"The highest number of incidents of violence has taken place in four worst-affected states -- Chhattisgarh, Bihar, Jharkhand and Orissa -- where 2,212 people lost their lives from January 2006 to August this year.",formal,en,1.2
Animals breathe in air.,neutral,en,-0.25
You don't have to pay $10 a month as subscription or buy a pricey $100 TomTom app.,neutral,en,-1.0
Thank you Governor...Kent called me this morning...,neutral,en,0.2
"They pass rice farmers tending riverside plots, fishermen dragging homemade nets; they hear the roar of heavy machinery as big companies from the city move in to clear the jungle and set up plantations.",neutral,en,-0.2
"Layar, the first camera-based AR app to really blow us (or anyone) away, has quietly slipped into the App Store.",neutral,en,0.0
How have we done this in the past?,neutral,en,0.0
yes it will clog up your catilac converter and mess up ur o2 sensors,casual,en,-2.4
We stayed outside of the world.,neutral,en,0.4
Mine love the Friskies Gourmet Poultry flavor dry.,neutral,en,-1.8
"""The board in general acted responsibly by saying, 'We're willing to do this."" Icahn said in a telephone interview.",neutral,en,-0.2
"Stop stealing iPods, buy your own, READ the manual...",casual,en,-2.0
"Next year, I will be.......",casual,en,-1.8
This ensures that a student's mathematically expected gain from random guessing is zero.,formal,en,2.0
"Thanks to Pete Sessions NOT Doug Hoffman, there is new inspiration for a third party movement to challenge the GOP - a movement that will only help the Democrats.",neutral,en,0.0
If you paid by credit card they will see it on your charge.,neutral,en,1.6
PC's for Dummies,casual,en,-2.0
Jimmy Clausen wandered the Notre Dame sideline worry-free with the clock ticking down and a blowout victory minutes away.,neutral,en,0.8
"Sowell was convicted for a 1989 rape for which he was imprisoned from 1990 to 2005, Stacho said.",formal,en,0.6
"""Whether it's been stops in the red zone like against Northern Colorado or turnovers here.",neutral,en,-1.4
"cash, coin collections, clothes, books, furniture, appliances in our home.",neutral,en,-1.33333333333
i can't.,casual,en,-2.4
Well u shouldve told her parents if u were a true friend!!!,casual,en,-2.8
You could even use $25 million of the tobacco lawsuit proceeds to set up a fund.,neutral,en,0.4
I am officially requesting a personal meeting at your convenience.,formal,en,2.75
Same old stuff.,casual,en,-2.4
of course dogs have feelings.,casual,en,-2.2
"Supervisor John Avalos, chair of the board's budget committee, said, ""I'm hoping this could be a good thing for the city - that we'll have a mayor who is more focused on what needs to get done and can turn his vision into practice.""",neutral,en,1.0
Madonna and The Hoff have to be joint second.,neutral,en,-1.6
The Obama administration imposed U.S. travel restrictions on members of Guinea's military leadership and key supporters earlier this week.,formal,en,1.8
No race or gender was determined for the others.,neutral,en,-0.2
"The lender said ""through the substantial deleveraging featured in CIT's restructuring plan, whether completed in or out of court, the company is confident that CIT will emerge as a strong bank-holding company with improved capital, liquidity and earnings potential.""",formal,en,1.0
"8In High Bay 4 of the Vehicle Assembly Building at NASA's Kennedy Space Center in Florida, the Ares I-X upper stage simulator service module/service adapter (left, center) has been installed on a stand.",formal,en,1.2
"By contrast, Brown spoke of the importance of not withdrawing ""support for the economy"".",neutral,en,0.6
"""I'm just a boy.""",casual,en,-1.0
"In fact, we usually make things worse.",neutral,en,0.6
May have to hang it up...sure appreciated your diligence...waiting to see what happens now.,casual,en,-1.5
"Exports to the U.S. slid 37.4 percent, the ministry said.",neutral,en,1.2
"""Wal-Mart is being aggressive in these challenging economic times, as they should. Consumers' behavior has changed - they shop for value more now than ever before and Wal-Mart's position is perfectly suited to this new consumer demand.""",neutral,en,0.6
No Kuiper belt object has been visited by a man - made spacecraft.,neutral,en,0.6
"In his meetings, Shannon emphasized that with just one month to go before the election, this was the Hondurans' last chance, participants said.",neutral,en,1.2
No... he died 3 yrs ago.,casual,en,-2.2
this all company don't have single bussiness.,casual,en,-2.6
Tightend and either defensive end or linebacker,neutral,en,-0.25
then they got thrashed by Ireland.,casual,en,-2.4
I post when ever.,casual,en,-0.8
Those who are open to illumination.,neutral,en,0.2
Your job as a rider is to support and balance him through the transition.,neutral,en,1.2
politics screw everyone!!!,casual,en,-2.6
"""This sets them [homosexuals] up for the deranged and demonic to go after them.",neutral,en,0.0
Acquired Immunodeficiency Syndrome (AIDS),formal,en,1.6667
Diane: I'm going home.,casual,en,-1.4
So the advantages to fast tracking are: 1.,neutral,en,0.0
"In August of 1976, before the story was published, Russell gave related a few other tales of disease and some of the genesis of this ghostly narrative and read it in its entirety at The ISI (The Intercollegiate Studies Institute) Midwestern Summer School at Hillsdale College.",formal,en,2.2
"""And then Arnold, who plays my old rival, walks in. We have a history together. And we go back and forth and I tell him that I should have shot him a long time ago when I had the chance. Then it goes on from there. And here we are, the three of us trying to man up to one another, playing off of who we are, using our baggage in this one scene.""",neutral,en,0.0
"He had hoped the revival would be a ""victory lap"" for the 82-year-old Mr. Simon, whose last major hit on Broadway was ""Lost in Yonkers"" in the early 1990s.",neutral,en,1.8
don't pull it out.,casual,en,-2.4
it's the start of a conversation that will be revealing none the less.,neutral,en,0.0
"such as kenmore, sears, and bob (snicker)",casual,en,-2.0
"Furthermore, HBIF has partnered with the private sector, universities and community colleges, and local governments to extend the reach of HBIF into the international trade sector.",formal,en,2.6
"in fact, i'm gon na listen to that one again.",casual,en,-2.4
CM Punk 9.,casual,en,-2.3333
A) There is only 1 universe 2 b created in.,neutral,en,-3.0
I plead with you to not take away the Homeowner Associations right to set standard's of how the flag can be displayed.,formal,en,0.25
"She said she is ""hoping and praying"" her son and the others will be found alive.",neutral,en,0.4
I did not know any of,casual,en,-1.5
Here is a brief update on major DCF news that is breaking: 1) There has been another death in the Orlando area (District 7) involving DCF staff's inability to adequately assess risk.,formal,en,2.6
L. C. Alexander.,neutral,en,1.0
"That announcement surprised international monitors, who recommended that the government open only 5,800 voting centers.",neutral,en,1.0
Thank you for assisting with girl on life support I really don't understand the judicial system.,neutral,en,-1.2
This website have other things also.,neutral,en,-1.6
< http://www.tallahassee.com/images/component/divider_rail_top.gif,neutral,en,0.0
No - sorry - I had someone come in the office and I accidently hit return which went to you!,casual,en,-1.75
But you're still the most beautiful girl I know.,casual,en,-1.2
"CBS is a weak, greedy, nappy headed race baiting corporation.",neutral,en,-1.2
I totally agree!!!!!,casual,en,-2.0
Conflicts of interest between the two regarding Android forced Google CEO Eric Schmidt to first recuse himself from some Apple board meetings and eventually to resign from the board altogether after Chrome OS created further conflicts.,formal,en,1.8
"Responsible for regulatory compliance, promoted manage operational accountability, claim/litigation management, incident and information management, contract administration, program development and education for a nationally recognized medical center.",formal,en,0.75
"Special Edition, definitely, for sure, one of a kind!!",casual,en,-2.4
"Even though he had already secretly signed a contract to do as many as 50 concerts, and not just the 10 concerts he announced that day, Michael Jackson told the world, ""This is the final curtain call. I'll see you in July.""",neutral,en,1.6
"Recently, the Governor vetoed this funding for the Learning Gateway initiative.",formal,en,1.8
It's not awful everywhere.,casual,en,-1.4
Went to Florida!,casual,en,-1.8
"Calendaring, Scheduling Meetings: Timebridge CEO Interview Reveals Strategic Importance of This Space",neutral,en,0.4
chocoloate chip and m'm in!,casual,en,-2.4
I hope you can find time to read it and pass it on to the new Film Commissioner.,formal,en,1.0
"Any episodes above 75, it's boring!",casual,en,-1.4
I have no idea when or how the cany part came into effect,neutral,en,-1.0
Most Christian people will never feel it's morally acceptable.,neutral,en,1.2
Here are three reasons why we think investment in this sector has been slow so far.,neutral,en,0.2
It's different.,neutral,en,-1.4
He is a gay guy that was with dx.he is not cool at all.,casual,en,-3.0
why would you want to be friends with that???,casual,en,-2.6
Cut your toes off!!,casual,en,-2.25
its not the size its what you do with it that counts!,casual,en,-2.4
HE LEFT THE YEAR I LEFT SO ITS ALL GOOD!,casual,en,-2.2
You have to make it attractive so people can see it immediately.,neutral,en,-0.8
"However, this discount coupon expires at midnight (Oct. 31) and is unlikely return until some time next year.",formal,en,0.8
God is so good!,casual,en,-2.0
Judge Isom has been a judge in Hillsborough County for the past 8 years and has done an excellent job.,formal,en,1.0
Peter Acquaro is a financial planner.,neutral,en,1.4
"The elderly, by contrast, have not suffered as badly.",neutral,en,-0.4
That time the line was a lot clearer.,neutral,en,0.6
"could do with this and will do if they think they can get mileage out of it, You know",casual,en,-1.4
m'm allergic to cinnamon: (,casual,en,-2.0
Shame.,casual,en,-1.4
Just look at the employment contract for new Freddie Mac (FRE) CFO Ross J. Kari that we wrote about earlier this month.,neutral,en,0.0
"The reason I'm contacting you and asking for your involvement, is because we believe we need to have an individual who is a student.",formal,en,0.8
State flags hold precedence over the flags of the indvidual services.,formal,en,1.8
"I love my grandson, who is half Mexican.",neutral,en,-0.2
"When I'm interacting with a friend or a family member, they'll often drop a hint of some kind indicating a Christmas or birthday gift they'd like to receive.",neutral,en,0.0
"""To have the knowledge about what happened is for the majority better than not having that knowledge, or not being allowed access to it,"" she said.",neutral,en,1.8
"David Axelrod, one of Mr. Obama's top advisers, talks Afghanistan, health care, and economics on ""Face the Nation"" with CBS's Bob Schieffer.",neutral,en,1.4
Politicians from other parties expressed shock at the decision.,formal,en,1.4
otherwise consult yr doctor,casual,en,-2.2
I basically have had as normal a life as anyone else.,neutral,en,-0.4
Never moon a werewolf.,casual,en,-1.2
Idk but its bad enough that you don't want it.,casual,en,-2.8
"""The younger ones - they mostly just watched, and they are the ones talking and giving up names,"" said one source familiar with the investigation who asked not to be named, because the Police Department has ordered its investigators to keep a tight lid on information.",neutral,en,0.6
The department is overwhelmed with callers and can not answer the calls.,neutral,en,0.6
we're all insane.,casual,en,-2.6
"At the root of the water crisis - as with so many of the ills affecting the Middle East - is rapid population growth, experts say.",neutral,en,0.4
Self - realization is much easy then framing and execution of tricks.,neutral,en,1.25
"With the delinking of Justice Dinakaran's name from the original list, the government would start meeting the requirements under the memorandum of procedure for appointment of judges to the Supreme Court, which at present has seven vacancies considerably increasing the workload on judges.",formal,en,1.0
"""I worry about them,"" said Mardiana, who, like the brothers, goes by one name.",neutral,en,-0.2
Who has the ring?,casual,en,-1.0
Dennis Hartnett Whippoorwill Blvd.,neutral,en,-0.3333
Cutting off long hair in stages is so common.,neutral,en,0.4
The trijunctions which have been identified for the offensive are Andhra Pradesh-Maharashtra-Chhattisgarh; Orissa-Jharkhand-Chhattisgarh and West Bengal-Jharkhand-Orissa.,formal,en,1.2
Arreola was the worst hit.,neutral,en,-0.2
do you know how to spell?,casual,en,-1.2
"""You're going to see more bold moves from Mayor Newsom, so stay tuned.""",neutral,en,-0.8
"The book itself is still a fine read, filled with hard-nosed, first-person reportage and telling anecdotes.",neutral,en,0.6
Here are the top and bottom ten with the percentage of those polled who believe their wallets would be returned:,neutral,en,0.6
When he explains his ideas its almost like you're living it.,neutral,en,0.0
