text,label,lang,score
"Majnun99 answered it best, I think.",casual,en,-0.8
Sources close to Mr Blair insisted the talks did not break down over the issue of money but would not explain why they failed.,neutral,en,0.0
yes I feel the same.,casual,en,-1.2
"Palestinians see Jewish settlement building as one of the biggest threats to their ability to form a viable state in the territories of the West Bank, east Jerusalem and the Gaza Strip.",neutral,en,-0.2
He was not in volved in the crime amd needs someone to read the court transcripts?,neutral,en,0.2
"I have taken the test every time that the test has been offered, so in January of 2001, I took the test over again, but this time I passed the English part of the test.",neutral,en,0.0
it is not common for men to aquire UTIs.,formal,en,1.4
Plant the seed.,casual,en,-0.8
They also note that all the federal proposals so far would provide subsidized insurance for people earning up to 400 percent of the federal poverty level - Massachusetts provides help only for those earning up to 300 percent.,formal,en,1.2
This guy told me the worst things imaginable.,neutral,en,0.4
"""I think I'm the only one in the race - that has actually been in the public, has a record, has been successful in doing something about the issues we all talk about,"" said Litt, a rehabilitation and health care consultant.",formal,en,2.2
Yea m'm from this area... See my questions on this issue...,casual,en,-0.6
My release from all this hurt and pain is with my CYBER LOVER.,casual,en,-1.6
Just make sure the shin spray has no alcohal - it dries hair,casual,en,-0.8
Bet He kinda likes helium pretty well too.,casual,en,-1.6
"Interesting stuff, but what does all this have to do with gun control?",casual,en,-2.0
As ATC you shouldnt have to worry about it.,casual,en,-1.0
Republican National Committee Chairman Michael Steele says the committee is endorsing the conservative in New York's 23rd Congressional District race after Republican Assemblywoman Dierdre Scozzafava suspended her campaign and released her supporters.,formal,en,2.0
Paul Nashville Orlando Philadelphia Phoenix Pittsburgh Portland Raleigh/Durham Sacramento St. Louis San Antonio San Francisco San Jose,neutral,en,-0.3333
"That was a bit of a digression, but salient.",casual,en,-1.4
Raoul Duke: Well... It'll probably work out.,casual,en,-2.2
"yeah, she's just trying to make it sound better haha",casual,en,-2.6
unfortunatly it can be givento an unborn child through the mother,casual,en,-1.0
"""I don't know how someone can disappear off the face of the earth.""",casual,en,-0.8
but I need your help.,casual,en,-1.8
China's cabinet pledged Oct. 21 to continue monetary and fiscal stimulus even after growth exceeded officials' expectations for the first nine months of the year.,formal,en,1.8
High school graduate.,neutral,en,-0.2
maybe it's a pinched nerve causing this type of sensation,neutral,en,0.4
"Amy Peck, 24, works for state Sen. Dan Patrick and gained prominence during the battle over revisions to the city's floodway ordinance.",formal,en,1.0
"A new book by Robert and Brenda Vale, two architects at Victoria University of Wellington in New Zealand, looked into the ecological foodprints of the world's pets, New Scientist reported.",formal,en,1.8
"Make him a candlight dinner, dress in something sexy and say Merry Christmas.",casual,en,-1.2
"Saffo imagines a world of replacement organs, sophisticated robots, self-driving cars, and artificial limbs that are superior to the real thing - all available to only the very wealthy.",formal,en,1.6
N Carliona; isn't that where most race car drivers come from??,casual,en,-2.6
"I found it, had the name wrong and everything.",casual,en,-2.0
Massachusetts' landmark 2006 health care overhaul law provided the model for the national legislation now under construction in Congress.,formal,en,1.0
"The suspect was taken to the hospital, where he died from a loss of blood, the ministry said.",neutral,en,0.0
"Numerous conservative media outlets are pushing a distortion of comments made by Secretary of State Hillary Clinton during a roundtable discussion with business leaders in Pakistan to suggest that she celebrated the notion that ""[w]e tax everything that moves and doesn't move,"" in contrast to lower tax rates in Pakistan.",formal,en,1.2
Social Search went live in Google Labs this week.,neutral,en,0.0
As If Doing Something (AIDS) syndrome.,casual,en,-0.8
It is full of good info.,casual,en,-1.2
NINETEEN partygoers were taken to hospital with serious injuries after a balcony collapsed at a Halloween party in Perth last night.,neutral,en,-0.2
"Santa got angry and replied: Bhejnewala gadha, padhnewala mahan.",neutral,en,-0.25
"For further advantages, check out the article below.",neutral,en,0.0
... Hope this helped.,casual,en,-2.4
Respect and enjoy his ability to be a man.,formal,en,1.0
Large breeds of dogs tend to get parvo more often than smaller dogs.,formal,en,1.4
"I sent a letter to you on October 1, 2003, regarding my wife's job position as an ARNP, OB/GYN, at the Levy County Public Health Department, Bronson, Levy County, FL. Not having received any acknowledgment of the receipt of the letter, I again called Ms. Morrison, who in turn transferred me to Citizens Services, where the letter appears to have been logged and referred to the Department of Health.",formal,en,2.8
"The highly promoted movie is nothing compared to what Michael Jackson had in mind when he picked the ""This Is It"" theme.",neutral,en,0.2
I'm going to try that.,casual,en,-1.6
Three new High Street banking chains are to be created by the government by 2015 as part of a major overhaul.,neutral,en,-0.2
Some even made sense!!,casual,en,-2.0
"""Look at Goldberg she's so jealous,"" joked O'Reilly, before Whoopi shot back: ""What would I be jealous of Bill, I've been a movie star for 25 years, baby.""",casual,en,-1.8
"The query [twilight costume] has the most search volume, with [true blood costume] not far behind.",formal,en,0.6
IMHO it's just not worth the risk.,casual,en,-2.2
"Having invested considerable capital in seeking a solution for Palestinians and Israelis as part of a broader thrust to help stabilize the oil-rich Middle East, Obama faces an early setback in his presidency if the two sides refuse even to talk.",formal,en,1.8
"Senator Burt Saunders has also become involved and personally addressed a letter to you, Fed Exed on October 12th, asking your assistance in the behalf of one of his youngest constituents, Sydney Marie Ryan, to secure a medicaid status.",formal,en,2.2
"All of the early cases were from foreign visitors, though not just from the US.",formal,en,1.2
"Have Viagra, will travel.",casual,en,-1.8
Connor: That was nicely put.,neutral,en,0.0
"For watchdogs of the bay's ecosystem and wildlife, the incident brought back memories of the disastrous 2007 Cosco Busan incident, which dumped nearly 60,000 gallons of bunker fuel, killing thousands of birds and fouling sensitive shorelines.",formal,en,1.0
But he was already taken by the camaraderie.,casual,en,-0.6
"And I can say that because I think there has to be, in any partnership, but more importantly in any plan for your own economic future, a hard look at where you're going to get the resources to meet these needs.",formal,en,1.2
"For its part, the Coast Guard and coordinating agencies said they responded with ""surgical"" precision, limiting the oil impact to about 6 miles of shoreline.",formal,en,1.2
"Although Peter has a shelf of city league soccer trophies, he and the others are mediocre pupils at best, sources said.",formal,en,1.6
and no you can't have another ice cream lol.,casual,en,-3.0
"In recent days, polls have indicated that my chances of winning this election are not as strong as we would like them to be.",formal,en,1.6
Their yahoos were probably just to overstreched.,casual,en,-2.0
We need to get one or several researchers to look at the F schools and Bibbs and Dixon.,neutral,en,-0.4
"When he was appointed, ""People said, 'He's the 60th vote.' It could be the difference - as long as the other 59 are in place,"" Kirk said.",neutral,en,-0.2
"The couple are being held on the Kota Wajar container ship, which is registered in Singapore and owned by one of the world's largest shipping companies, Pacific International Lines.",neutral,en,0.4
It should be noted that many cultures do not enjoy this equitable dynamic.,formal,en,1.2
"Eleven of those reservists are from the New York City area, members of the Navy Operational Support Center in the Bronx, whose accents, Yankees allegiances and urban swagger have lent an air of local authenticity to the ship, which has 7.5 tons of steel from the World Trade Center cast into its bow.",formal,en,1.2
My friends who didn't do a registry just wanted money for their honeymoon.,casual,en,-0.6
It feels more refined than the first version of Android on T-Mobile's G1 and it's certainly better than the muddled interface on Motorola's Cliq.,neutral,en,-0.2
Enjoy!,casual,en,-2.0
"The initiatives have stirred some concern in the City, headquarters of London's leading law firms and maritime insurance groups.",formal,en,0.6
Titanium oxide can be strong in M stars.,formal,en,1.0
I hope you are like 5 or something.,casual,en,-2.6
"if anything, you should be coming out on the better end that way.",casual,en,-1.0
Touching the table when not in control of the frame.,formal,en,1.2
"Israel is, I believe, to blame.",formal,en,0.8
"In most places, hell, even in New York, that makes her a Democrat.",casual,en,-2.0
Redhead got it...!!,casual,en,-2.6
7 Clans: The Cherokee Nation was divided into seven clans.,formal,en,2.2
"He will supply a $1 billion loan for ""supplemental liquidity"" that can be used as bankruptcy financing, the New York-based company said.",formal,en,1.0
You have a leak somewhere.,neutral,en,0.0
"The announcement comes after a Siena College poll found she was in third place with 20 percent of the vote in the heavily-Republican district, while Hoffman and Democratic nominee Bill Owens were too close to call, with 35 percent and 36 percent, respectively.",neutral,en,0.4
"""Life is very difficult,"" the man said.",neutral,en,-0.2
Try to limit your data transfers to one megabyte per day.,formal,en,1.4
then ur set...,casual,en,-2.8
Sent from my BlackBerry Wireless Handheld (www.,casual,en,-2.6667
"""Yup.""",casual,en,-2.0
"Rock Band: It's not perfectcontrols can be awkward, and the singing mode isn't really a singing mode, but it represents the first major rhythm franchise to hit the iPhone, and it bear gifts: Great graphics, decent, familiar, song selection, and multiple instruments.",casual,en,-0.6
"Police were checking missing-person reports back to June 2005, when Sowell was released from prison.",neutral,en,0.4
"Cuba's former leader, Fidel Castro, has blamed the growth in swine flu on an increase in US visitors to the island.",formal,en,1.0
"Nine water, isopropyl alcohol (IPA) and liquid oxygen (LOX) tanks have been delivered and installed, with five more water tanks scheduled to arrive in upcoming weeks.",formal,en,0.6
So many more events can be found at http://en.wikipedia.org/wiki/1948,neutral,en,0.2
Some grades went up two letters.,casual,en,-1.0
"I agree, shapely legs are a lot nicer than chicken legs.",neutral,en,-0.25
"Defense Secretary Gilbert Teodoro expressed fear that floods and traffic congestion may trap visitors at graveyards, where people traditionally spend a day or even a night, but few heeded his call to scrap this year's commemorations.",formal,en,1.6
remember: CONSULT YOUR DOCTOR FIRST!!!!!!!!!,casual,en,-2.8
"Sango, Kirara, Kohaku, The Secret Garden 164.",neutral,en,0.0
Hans or Hansel.,casual,en,-0.6
Let us get our priorities done first.,formal,en,0.8
com... they have a natural cleanig solution called Basic - H.,casual,en,-2.25
"Adrianne Curry, i like her!",casual,en,-2.6
(e.g. IR 9000 in Iran and TS - ISO-9000 in Turkey).,casual,en,-2.5
it's the start of a conversation that will be revealing none the less.,neutral,en,0.0
Mentoring you was a great pleasure.,formal,en,2.25
Legislators & District Secure $11.5 million for Biscayne Bay Restoration - Recognition Luncheon July 12,formal,en,2.0
"If she breaks the engagement, then she gives the ring back to him.",formal,en,0.8
"She was to receive a $110,000-a-year salary, along with a housing stipend.",formal,en,1.2
Don't forget to add Trinidad & Tobago to your travel plans!,casual,en,-1.0
* Chuck Norris can skeletize a cow in two minutes.,casual,en,-1.4
Or maybe you are mistaking hunger for thirst.,neutral,en,0.2
"The heart pumping, momentum",casual,en,-1.8
The ministry said its investigation department had ruled that the three economies had dumped adipic acid on the Chinese market and had caused substantial damage to the domestic industry.,formal,en,1.0
Courteney Cox's new Cougar Town scratching post is the darn-close-to-age-appropriate Scott Foley.,formal,en,0.6
"""There are other nice collections, but they are usually oriented towards one particular car or period. He bought across the board. He had everything. There was not a single type of car he did not have. He could send cars to any event that was specializing in any genre and they really wouldn't have to ask anyone else.""",neutral,en,-0.4
"Yesterday the instigator was Saul: the instigator today, Mardochai.",neutral,en,0.4
It's not the only salvo fired by Christian organizations in the ecology debate.,neutral,en,-0.2
Kirk acknowledged that he has been urged by some colleagues to take a higher profile.,formal,en,0.8
I like the first one a lot more.,neutral,en,-0.4
"Clinton met with Palestinian Authority President Mahmoud Abbas in Abu Dhabi before flying to Israel for meetings with Israeli officials, including Prime Minister Benjamin Netanyahu.",formal,en,1.8
"But if the government established a link between the pirates and terrorist groups, the payment of ransoms would be considered as funding terrorism and be banned by law.",formal,en,1.6
"sure, people are inspired by all kinds of things.",casual,en,-1.6
Some critics claim it can be difficult to see where Mr Blair's political work ends and his commercial endeavours begin.,neutral,en,0.2
Well they're are laws for this country.,casual,en,-1.8
I mean it!,casual,en,-2.6
"Amazing grace, how sweet the sound that saved a..........",casual,en,-0.8
"""He walks around and picks up scrap metal and takes it to junkyards to make a few pennies.""",neutral,en,0.2
US Secretary of State Hillary Rodham Clinton said a runoff with only one candidate would not necessarily threaten the legitimacy of the process.,neutral,en,0.4
I would think again there if I were you.,neutral,en,-0.4
She comes across as shrill and bitter.,formal,en,1.2
Not to that song.,casual,en,-2.0
The new version is called Internet Explorer 7 (IE7).,formal,en,0.8
When we were leaving the restaurant I quickly scribbled a few notes about the style of the funnel.,casual,en,-1.2
"""When the situation was dangerous, people from other neighborhoods were unable to come here, and we couldn't go there,"" he said.",casual,en,-0.8
"Congratulations, and what a great time we all had at your inaugeration.",formal,en,1.4
"Also check out Bubble Bobble, and any of the Sonic or Pokemon games.",neutral,en,0.0
"The Land Before Time, or take them to a Dinosaur museum.",casual,en,-1.6
"Overall, the number of new cases in England increased by 50% last week to 78,000.",neutral,en,0.0
"First, if you have above 75k miles then use 10w40 high milage oil.",neutral,en,-0.4
"But instead of reinstating her in her job, CMS told her to re-apply for her position.",neutral,en,0.2
"The amount of land required to generate electricity for the nation does sound like an awful lot, sometimes.",formal,en,0.8
Sex refers to the male and female duality of biology and reproduction.,formal,en,2.4
"The ""blasphemous act of challenging the mighty pen of the Goswami"" however has led to holy fury in Ayodhya.",neutral,en,0.4
That should have settled the matter.,formal,en,0.8
He's your boyfriend for goodness sake.,neutral,en,-0.2
(Note the profit) 5.,neutral,en,0.3333
"Metzler, 45, is a ""puzzler,"" one of a team of eight government workers that has attempted for the last 14 years to manually restore documents hurriedly shredded by East Germany's secret police, or Stasi, in the dying days of one of the Soviet bloc's most repressive regimes.",formal,en,1.0
"No me imagino como se sentiran los padres que tienen que poner a sus hijos en ""group homes"" o instituciones.",casual,en,-2.0
NONE OF THESE WOULD BE CALLED A REAR WHEEL ALLIGNMENT,casual,en,-1.0
Then they found a freshly dug grave containing another body in the basement.,neutral,en,-0.4
Keep it warm so it survives.,casual,en,-1.4
The public has been promised an effective non - partisan grant committee and powerful spay and neuter education in our state.,formal,en,1.8
We are pleased to respond on behalf of Commissioner Horne.,formal,en,2.2
"""The adivasis are the group least incorporated into India's political economy,"" said Ashutosh Varshney, an India specialist at Brown University, calling their plight one of the ""unfinished quests of Indian democracy.""",neutral,en,0.2
"Scozzafava has seen her negatives explode, while her two opponents have only become more accepted as they became more well known.",formal,en,0.8
I had said that next time I was going to get involved (I had made those kinds of statements about political efforts before,neutral,en,-0.4
This happened with my second pregnancy as well.,neutral,en,0.2
"So, that being said, I'd go with Natalie Michelle Staggs.",formal,en,0.6
"Environmentalists warn once it takes hold, it becomes a losing battle to reverse landslides and degradation.",formal,en,1.2
"The letter body is as written, and the signature is real, not stamped.",casual,en,-0.6
How does it affect dogs?,formal,en,0.6
"""I'm hoping that someone somewhere will wake up and see what's going on,"" Chaudhry said.",neutral,en,-0.2
One time i left some fresh salmon out to defrost for dinner.,casual,en,-0.6
They don't function without it!,casual,en,-1.4
"The primary and hot issue of Mr. Curenton's Grand Jury was the pipeline issue and the failure of the primary contractor, James Finch, to bury that sewage pipeline as required by the contract and the failure of county and state officials to enforce the requirements of the contract specifications to bury the pipeline under the bottom of our now - pristine St. Andrew Bay waters.",formal,en,0.6667
Is this it?,casual,en,-2.2
beet sugar on the other hand is vegan.,casual,en,-1.8
He is expected to sign this month.,formal,en,0.8
Professor Yen used new forensic techniques to detect internal bruising caused by strangulation which would not be visible to the eye.,formal,en,1.8
That was pretty good.,casual,en,-1.8
"On Sunday, the younger Mubarak will take centre stage when he addresses the conference.",formal,en,1.0
"However, any attempt to continue using the London courts to recover the cash could prompt further outrage in Belize and place Ashcroft in an uncomfortable light in the run-up to the general election.",formal,en,1.4
Little hoses spray the crops with water instead of wastefully soaking them.,formal,en,1.0
I think so...,casual,en,-2.0
"""The gardener used to come every day,"" said Mr. Mohammed, who runs a flour factory.",formal,en,0.8
Back up here Baldo.,casual,en,-2.8
I love NJ too.,casual,en,-1.6
"The unrest in the Tibetan capital, Lhasa, began with demonstrations that marked the 49th anniversary of Tibet's failed uprising against China.",formal,en,1.6
i love shirley temples.,casual,en,-1.6
"Publicly, the foreign secretary insists that he is ""not available"" for the post, the second most important role created by the Lisbon treaty, which is set to be ratified this month.",formal,en,1.8
Blend in beef broth.,neutral,en,-0.2
It sounds like you are loosing fuel pressure somewhere for some reason.,neutral,en,-0.4
"One of the main reasons for which we so strongly advocate for the expansion of Medicaid services for individuals over age 21, is for the same reason of entitlement.",formal,en,2.6
Nope... I went for something good... Vox AC30 amp and Marshall pa,casual,en,-1.6
"Calendaring, Scheduling Meetings: Timebridge CEO Interview Reveals Strategic Importance of This Space",neutral,en,0.4
News reports from the western part of the country said there were long lines at pharmacies as people sought medication and masks.,neutral,en,-0.2
wtf popular girl.,casual,en,-2.8
But she said one possible theory was that Mr Hampton was carried to the 17th floor from his workplace on the sixth floor and thrown to his death.,neutral,en,0.0
"Our estimate last year for the about the same size was around $35,000.",neutral,en,0.2
i was thinkin about my eyebrow and my lip though,casual,en,-1.2
Newsom has never been one to ask people for money.,neutral,en,-0.4
"Chapel Hill: University of North Carolina Press, 1975.",neutral,en,0.25
I recently split with my husband after 13yrs.,neutral,en,0.0
I'm cheap when it comes to clothes.,casual,en,-1.0
I'm talented at giggling!,casual,en,-2.8
And it will be penalties for violating regulations.,casual,en,-0.8
Elders in the coastal area said the pirates might have been worried that they were vulnerable to attack if they continued to keep the Chandlers aboard the hijacked freighter bobbing off Xarardheere.,formal,en,1.6
Perhaps keep her away from people on skates or skateboards?,neutral,en,-0.2
I sent the below letter to report what I believe to be fraud against the senior citizen population....this is a copy of the original letter.....immediately following is the response I received within 25 seconds....,formal,en,1.0
"ask the old man next door... he will ""help"" ya",casual,en,-2.4
Who told you that apes and humans have a common ancestor?,formal,en,0.8
I see a lot of stories not as important on the news.,casual,en,-0.6
Hopefully you see a difference.,casual,en,-0.6
"I answer the door and give out the candy, and Meade - growling, in a cyclops mask and big werewolf gloves - sneaks up behind me and grabs me.",neutral,en,0.0
u doing ur history hw????,casual,en,-2.8
At least seven people were killed and several were missing.,formal,en,1.0
The first three days was my first Natl Assn of State Directors of Veterans' Affairs convention.,neutral,en,0.0
"The decision by the home secretary, Alan Johnson, to call on Professor David Nutt to resign as chairman of the Advisory Council on the Misuse of Drugs (ACMD) has thrown the future of the respected independent body into severe doubt.",neutral,en,-0.4
"At the same time, he noted that China did not block the U.N. Security Council's condemnation of the killing of opposition protesters or the move to set up an inquiry commission.",formal,en,1.6
Officials were collecting evidence and reviewing recordings of transmissions by the aircraft to try to determine how the collision occurred.,neutral,en,-0.4
"Good luck, it will pass - literally!",casual,en,-1.4
I am requesting an explanation of the Rule or Statute that ALJ Sartin and Malono have used to waive the rights of J - G.H. and B.A. and his parents to the 45-day time line and their interference with their access to due process.,formal,en,2.6
has an Ohio resident I support your efforts on giving the,casual,en,-1.3333
"If they lived in a city, chances are everyone worked in the city.",neutral,en,0.25
We all have to work together!,casual,en,-1.0
The jury is still out on the Senate side.,neutral,en,-0.2
ye deffo no doubt,casual,en,-3.0
"Washington State beat SMU in overtime but hasn't been close any other week, losing by an average of 25 points.",formal,en,1.2
wear on forth finger from thumbside. May this help you.,casual,en,-1.4
"He also wanted to beat his time from last year's race, about 24 minutes.",casual,en,-0.6
More than He had and Job was the richest man in the east.,casual,en,-0.6
"In a motion to throw out the search, Stolar called the search unconstitutional:",formal,en,1.6
ask her if she could hlep u in class.,casual,en,-2.2
Another senior source suggested that the talks between Mr Blair and Tesco had been going on for five months.,formal,en,1.2
Investigators are also collecting witness statements from those aboard the three other Marine aircraft and will check to see if any distress calls were made.,formal,en,1.2
This war is an example.,neutral,en,0.0
"In one of Qian's legendary stories, a missile project team encountered repeated failures during the engine experiments in 1950s.",formal,en,1.8
Wish you very good hairgrow!,casual,en,-1.0
"""If it was Rose, he was really up. [Now] he's just been up. And he's been that through practices . . . He's just playing now. He's not, 'Oh, tonight we have Rose.' It doesn't matter the opponent. He's just playing his game and doing it, being very solid.""",formal,en,0.6
"Speaking on BBC Radio 4's Today programme yesterday, Nutt was also fiercely critical of Gordon Brown's role in shaping drugs policy.",neutral,en,-0.2
All complete applications are reviewed by the program's admission committee.,formal,en,1.6
"Exports, which make up more than half of the economy, may start to rebound in November, the government said last month.",formal,en,1.6
The only ones left are going to be the bad operators and people like me who love this great state and our governor.,casual,en,-0.6
So in that respect I think it is harmless.,neutral,en,0.0
2 parts water to 1 part rice,neutral,en,-0.2
You will have to leave your Nationality if you become Japanese.,neutral,en,-0.25
The Documentary we have been working on - Florida Charter Schools: A New Look at Public Education is now running on WLRN 17 in South Florida.,formal,en,1.0
Why wasn't the beatings mentioned earlier?,casual,en,-2.6
The notion of App is changing.,casual,en,-1.4
"But when the rowing gets tough, the boat goes silent.",casual,en,-1.4
"Of course, I can't say for sure that Jan., 2001 will be the exact date of the commissioning as it depends on the building schedule at Bath Iron Works.",formal,en,1.0
"""If we'd gone over there earlier, before it was over, those mother- would have been shot. For real,"" said 24-year-old Chuckie Pelayo, leader of a pack that hangs out at the corner of Hayes Street and Emeric Avenue, one block from the rape scene.",casual,en,-0.6
they like to chase the girl.,casual,en,-1.75
Fairness to military retirees/disabled veterans=smart politics.,neutral,en,-0.2
just bring your wifi ready laptop there and surf all you want.,casual,en,-1.6
"Among other things, she's been president of the Association of Bay Area Governments and chief of staff for then-state Sen. Bill Lockyer and former Oakland Mayor Lionel Wilson.",formal,en,2.6
I would really be interested in the major issues with each dept.,formal,en,1.2
"The draft amendment echoed Communist Party of China (CPC) Central Committee General Secretary Hu Jintao, who proposed in a report to the 17th CPC National Congress in October 2007 that rural and urban areas should have equal rights in election of lawmakers.",neutral,en,0.2
"She then dispatched Shannon to Tegucigalpa, along with his deputy, Craig Kelly, and Dan Restrepo, the White House's special assistant for Western Hemisphere affairs.",formal,en,1.2
Her departure leaves a vacuum in the Tampa office and results in a loss for all of those who enjoyed working with her.,formal,en,0.8
If you can't pay cash then you don't need it.,casual,en,-1.6
The difference between the two.,casual,en,-1.4
CM Punk 9.,casual,en,-2.3333
It merely permits developers to commence and/or complete construction of such developments approved under the variance standard in instances where there is no objection to the specific development order.,formal,en,2.4
I fly everywhere and take taxis without thinking about it.,casual,en,-1.0
********************* My personal Top 3********************* 1.,casual,en,-3.0
just a little while ago i was thinking.,casual,en,-1.6
"Yes, as long as they get back and sign on.",neutral,en,-0.2
go to http://allrecipes.com they have thousands of cookies!,casual,en,-2.0
"and by the way, he murdered 32 not 31",casual,en,-1.6
Donors and some advisers told him to temper the policy proposals that might not play well in conservative parts of California.,formal,en,0.8
I know your staff is dealing in the physical world and I agree that that would be best but I'll take you any way I can get you!,neutral,en,0.0
"As you may already be aware, certain members of the BCB Board have taken the position that the Basin Board is, in effect, a stand - alone water management district.",formal,en,2.4
that's whats here in Chicago.,casual,en,-2.0
"The election is to fill the House seat vacated by Republican Congressman John McHugh, who was appointed by President Obama to become Secretary of the Army.",formal,en,0.6
"Of course, you have to have a valid passport from your home country.",formal,en,0.6
"Because, haven't you heard...????",casual,en,-1.8
The Legislature needs to understand the Department can not squeeze more consumers into an already fragile funding system.,formal,en,1.75
imm sure you have it backwards.,casual,en,-2.4
C & J Rutz<< FLORID~1.DOC,casual,en,-1.0
You do sound boring... Talk to her and ask her opinion...,casual,en,-1.8
"Meanwhile, Coast Guard authorities said they would investigate whether any mistakes were made in the initial response to the spill.",formal,en,1.2
"In a statement, Ten said: ""We have yet to make firm plans regarding Fifth Grader.""",formal,en,1.2
"The Tories last night confirmed that Ashcroft had been on the trip and attended some meetings, but refused to say who he had met, or whether he was being groomed for a high-level foreign policy position either in an advisory or a ministerial capacity in a future Tory government.",formal,en,0.6
"Although Qian, a Hangzhou native in east China's Zhejiang Province, had long been a Beijing resident, his hometown friends feel close to him.",formal,en,2.0
"These writers play into viewers' expectations of type, rather than challenge them.",neutral,en,0.0
"(ARF memo, # 7.) 2) Put a temporary moratorium on the wait list.",formal,en,1.2
Connor: Aye.,casual,en,-1.5
This is exactly what liberal critiques of reform do not predict.,formal,en,1.2
current is the flow of charge.,neutral,en,-0.2
Both were healthy.,formal,en,0.8
"Groups who are accepted to Y-Combinator and fall under these categories will be given ""priority access"" to Twitter and Justin.tv.",neutral,en,0.0
"Starter Drew Hubel threw three interceptions for the Vikings (2-7, 1-5) and finished 7 of 23 for 98 yards.",casual,en,-0.8
"The 2017 budget deficit or the potential economic impact of a manufacturing plant closure in Georgia is not the kind of thing a lieutenant, captain, or major serving in the field is going to think about.",neutral,en,0.2
You probably want to google it or read on WebMd.,casual,en,-1.2
And she goes even greener by waking up at 5 a.m. to cook overflowing deliveries of local produce.,casual,en,-0.6
"""Why is Lord Ashcroft at the heart of Hague's discussions in the US? The shadow foreign secretary taking a free trip on Ashcroft Airways is distasteful enough. But having Lord Ashcroft as a key player is worse. Refusing to say whether he pays full British taxes and his extreme anti-European views should disqualify him from any government position,"" he said.",neutral,en,0.2
"It produces photos that aren't too noisy and it does well even in low light, thanks to the built-in LED flash.",neutral,en,0.2
what kinds is it?,casual,en,-1.6
"Just like that brand new Michael Jackson movie came out, 'This Is It.' This is it for freedom.",casual,en,-0.6
This is a pretty big deal.,casual,en,-1.2
Without Mr.,casual,en,-3.0
"""But this is our life here. Children must live it the way it is.""",neutral,en,-0.2
"Many of the people she's relying on to turn things around were at Yahoo in the bad old days, and don't enjoy being thrown under a bus to please analysts.",formal,en,0.6
"A No 10 spokesman said: ""The position has not changed. We have announced our plans to support the economy going forward.",formal,en,1.6
"UBS and Credit Suisse have about 200 entities in the state, according to the group.",formal,en,0.8
"Both the AFL-CIO and the UAW, who had either endorsed Scozzafava or sat on the fence, have now endorsed Owens.",formal,en,1.0
I have attached the start picture of Oct 6 and my last picture of Oct 26.,formal,en,0.8
The risk are too high and the reward too small to justify betting on Anderson Columbia to protect Ichetucknee Springs.,formal,en,1.25
"I know how busy you are, and I don't mean to bug you, but have you received the various citizens comments (about the UCF Master Plan)",neutral,en,-0.4
Attached is the support letter for your signature.,neutral,en,0.2
"However, the former prime minister's hopes of securing the presidency have faded, following statements by Germany and France indicating they will not back him.",formal,en,1.6
"Eddie House, who came off the bench and scored 22 points on 9-of-13 shooting, drilled four of his seven threes in the second.",neutral,en,-0.2
But the ones who do are just stupid men who don't know anything.,casual,en,-2.6
Why then are VCs not investing more in Augmented Reality?,formal,en,1.0
you're about 7 hours late....,casual,en,-1.6
But this column is not to point fingers at culprits.,formal,en,0.8
there are lots of fools out there,casual,en,-2.6
I'm glad I'm not a social worker with the DCF because its a hard job with not enough pay and the qualifications are too low for people who are supposed to have expertise in that field.,neutral,en,0.4
"Yes, they do.",neutral,en,0.2
I'm sure there are some dealers in Georgia.,neutral,en,-0.2
"Montes was the head of the General Popular Union of Workers and Farmers, which has tens of thousands of members.",neutral,en,0.4
"""We know that courtyard, and we've been waiting for something to happen there.",casual,en,-1.6
Detailed instructions are posted at http://fixit.in/systemrestore.html The problem is likely to be solved.,formal,en,1.75
Select Properties from the pop - up menu.,formal,en,0.6
"Indeed only two have had their sex determined, both of them being women.",formal,en,1.2
Stretch every day and EASE yourself into it.,casual,en,-0.8
"Meanwhile, Bligh said Queensland has established a long-term and fruitful relationship with China and noted that this year marks the 20th anniversary of the establishment of the state's sister-city relations with China's Shanghai City.",formal,en,1.4
I am and have always been a proud Republican.,neutral,en,-0.4
"This may be one of those tests from the lord, i don't know.",casual,en,-1.6
"""The Naxalite activities have increased. They have their meetings in the village. They tell the people they have to fight. The people here do not vote out of fear.""",neutral,en,0.0
"What scares her: ""Getting pregnant.""",casual,en,-1.4
"ASN funds research, and through its world-renowned meetings and first-class publications, disseminates information and educational tools that empower physicians.",formal,en,2.2
CTBTO staff monitor tremors in countries worldwide to uncover illegal nuclear tests.,formal,en,0.8
"If parents feel so strongly that their kids should not attend a QUALITY PUBLIC SCHOOL because their religious beliefs, it should be up to the parents to fund their own intiatives... NOT RESIDENTS OF FLORIDA.",casual,en,-1.2
"Instead, on June 25, the public saw, via the TV program Entertainment Tonight, the only picture snapped of Jackson as he was taken out of his rental home in Holmsby Hills, California, for the final time.",formal,en,1.2
just make them believe that it's phone's problem.,casual,en,-2.2
"""The last UN weapons inspectors left Iraq in October1998.",neutral,en,0.2
Its in the options,casual,en,-0.8
A recent geological study of the environmental degradation in Anambra reported it will cost about $2 billion to address the gully erosion problem in the area.,formal,en,2.0
Supplements like evening primrose can also help.,neutral,en,0.0
"Reed Smith, according to the article and its press release, already offers 140 in-house courses, and will be expanding those offerings in the future as part of the implementation of this new training and promotion policy.",neutral,en,0.2
